month_year,Lat,Lon,cv_y,mean_y,median_y,std_y,value_y
Apr 2024,-30.628,-31.81,0.06809119,34.9999,35.199707,2.383185,poc
Apr 2024,-30.485,-31.66,0.057109516,35.99992,35.899902,2.055938,poc
Apr 2024,-30.388,-31.554,0.08075685,36.51423,36.399902,2.948774,poc
Apr 2024,-30.263,-31.415,0.071101844,34.274963,35.19995,2.4370131,poc
Apr 2024,-30.121,-31.272,0.061329257,34.31093,34.399902,2.1042638,poc
Apr 2024,-30.006,-31.15,0.057269834,32.571358,33.0,1.8653562,poc
Apr 2024,-29.916,-31.047,0.039068814,33.25,33.0,1.299038,poc
Apr 2024,-29.672,-30.781,0.064726315,34.06657,34.0,2.2050035,poc
Apr 2024,-29.568,-30.681,0.0,30.199707,30.199707,0.0,poc
Apr 2024,-29.426,-30.544,0.09773422,30.399902,28.399902,2.9711108,poc
Apr 2024,-29.305,-30.418,0.10165008,31.519922,31.600098,3.2040026,poc
Apr 2024,-29.195,-30.302,0.064420104,30.759766,31.399902,1.9815472,poc
Apr 2024,-29.128,-30.223,0.06109483,31.359863,31.399902,1.9159256,poc
Apr 2024,-29.105,-30.205,0.06109483,31.359863,31.399902,1.9159256,poc
Apr 2024,-28.94,-30.035,0.0674882,29.866537,29.199707,2.0156388,poc
Apr 2024,-28.822,-29.916,0.021130271,28.399902,28.399902,0.60009766,poc
Apr 2024,-28.698,-29.788,0.0770549,31.999838,31.600098,2.4657445,poc
Apr 2024,-28.564,-29.649,0.06281402,31.599854,31.099854,1.9849138,poc
Apr 2024,-28.446,-29.527,0.09842345,31.999903,30.0,3.149541,poc
Apr 2024,-28.32,-29.396,0.0397088,29.799927,29.599854,1.1833193,poc
Apr 2024,-28.193,-29.263,0.054776464,31.999903,31.600098,1.7528415,poc
Apr 2024,-28.134,-29.134,0.11570344,29.799805,29.399902,3.4479399,poc
Apr 2024,-27.873,-28.873,0.095015325,32.199917,31.399902,3.0594854,poc
Apr 2024,-27.762,-28.762,0.061272614,31.533203,32.199707,1.9321218,poc
Apr 2024,-27.63,-28.63,0.07544378,31.46658,31.399902,2.3739579,poc
Apr 2024,-27.549,-28.549,0.06548771,30.799875,31.199707,2.0170133,poc
Apr 2024,-27.411,-28.411,0.0622571,30.657087,30.600098,1.9086213,poc
Apr 2024,-27.253,-28.253,0.065764904,30.499918,30.199951,2.005824,poc
Apr 2024,-27.25,-28.25,0.065764904,30.499918,30.199951,2.005824,poc
Apr 2024,-27.242,-28.242,0.065764904,30.499918,30.199951,2.005824,poc
Apr 2024,-27.103,-27.103,0.088137485,31.733236,30.799805,2.7968876,poc
Apr 2024,-27.01,-29.01,0.03488746,30.19989,30.299805,1.0535975,poc
Apr 2024,-26.981,-27.981,0.06472164,30.444336,29.799805,1.9704072,poc
Apr 2024,-26.819,-27.819,0.066796616,31.059912,31.399902,2.074697,poc
Apr 2024,-26.671,-27.671,0.057757806,29.314175,28.799805,1.6931224,poc
Apr 2024,-26.655,-27.655,0.057757806,29.314175,28.799805,1.6931224,poc
Apr 2024,-26.623,-27.623,0.057757806,29.314175,28.799805,1.6931224,poc
Apr 2024,-26.489,-27.489,0.0481703,30.244358,29.600098,1.4568797,poc
Apr 2024,-26.354,-27.354,0.06945175,30.099854,29.399902,2.0904875,poc
Apr 2024,-26.239,-27.255,0.052631874,30.099854,29.899902,1.5842117,poc
Apr 2024,-26.083,-27.107,0.08531623,29.114258,29.600098,2.483919,poc
Apr 2024,-25.802,-26.822,0.081508376,30.074951,29.299805,2.4513605,poc
Apr 2024,-25.684,-26.716,0.06613419,27.657087,27.600098,1.8290792,poc
Apr 2024,-25.541,-26.579,0.084796265,28.35996,29.600098,2.4048188,poc
Apr 2024,-25.427,-26.464,0.10108982,27.199951,26.800049,2.749638,poc
Apr 2024,-25.378,-26.389,0.11030739,26.399902,26.399902,2.9121044,poc
Apr 2024,-25.26,-26.27,0.08525922,26.666504,27.099854,2.2735653,poc
Apr 2024,-25.128,-26.143,0.08160781,27.399902,26.800049,2.236046,poc
Apr 2024,-25.005,-26.007,0.11151521,29.039845,27.199707,3.2383842,poc
Apr 2024,-24.906,-25.903,0.08471879,26.150024,26.600098,2.2153986,poc
Apr 2024,-24.814,-25.821,0.10997942,28.685686,28.600098,3.1548352,poc
Apr 2024,-24.584,-25.598,0.07352846,29.857073,29.799805,2.1953447,poc
Apr 2024,-24.462,-25.463,0.090448335,29.866646,30.0,2.7013884,poc
Apr 2024,-24.332,-25.334,0.08415236,30.633383,30.100098,2.5778716,poc
Apr 2024,-24.199,-25.191,0.06042055,27.114119,26.799805,1.63825,poc
Apr 2024,-24.068,-25.064,0.0675511,27.199804,28.199707,1.8373767,poc
Apr 2024,-24.0,-25.0,0.075259745,27.799875,27.399902,2.0922115,poc
Apr 2024,-23.978,-25.0,0.075259745,27.799875,27.399902,2.0922115,poc
Apr 2024,-23.791,-25.003,0.07494364,30.085588,29.600098,2.2547235,poc
Apr 2024,-23.625,-25.006,0.03961095,29.94989,30.099854,1.1863436,poc
Apr 2024,-23.496,-25.009,0.05874235,29.159863,29.399902,1.7129189,poc
Apr 2024,-23.338,-25.013,0.10533636,28.279785,28.0,2.9788897,poc
