Cruise,Depth,Lat,Lon,DateTime,allo,alphabetacar,butfuco,chl_c1c2,chl_c3,diadino,diato,dv_chl_a,fuco,hexfuco,lut,neo,perid,pras,tot_chl_a,tot_chl_b,tot_chl_c,viola,zea
AMT25,7,16.4329166666667,-25.5497666666667,20151006,0.0256981384098544,0.00234938517357223,0.00521422459873087,0.00752241686450168,0.00417903463605823,0.0121641372265771,0.00647978424785368,0.103279789832027,0.00470192868980963,0.0176791282269504,0.001,0.001,0.002,0.000545993971631206,0.213749211608809,0.0350362613661814,0.0101590062896603,0.000680631877566256,0.168553006117954
AMT25,7,15.0955833333333,-23.9468333333333,20151007,0.0198840562597984,0.00394514150055991,0.00584748527808884,0.0151816554609929,0.00502846309443822,0.0125016043747667,0.00309964643523703,0.0811251837849944,0.0166541394400896,0.0199698680851064,0.001,0.00108567125793206,0.00174599267637178,0.001,0.187789650951848,0.0226633801082493,0.0174947625195969,0.00115344998133632,0.126759559761105
AMT25,7,13.3792666666667,-22.9049666666667,20151008,0.0170709938633819,0.00276930382978723,0.00405230083986562,0.00749918161254199,0.00296487416013438,0.00646313302351624,0.001,0.0662988063157895,0.0038133728331467,0.0163757889361702,0.001,0.001,0.00201364484882419,0.001,0.134311608426652,0.0326450436730123,0.00888546683650616,0.000885425475923852,0.109121221147816
AMT25,7,9.99528333333333,-21.6016166666667,20151009,0.0157673157446809,0.0032068077043673,0.00458360576707727,0.00765373124300113,0.00573090318029115,0.00672643471444569,0.001,0.0765139478163494,0.00328744300111982,0.0193714072340426,0.001,0.000793856203807391,0.00308258592385218,0.001,0.135944011013438,0.0237248172452408,0.0116988464837626,0.00111656528555431,0.113544577670773
AMT25,7,8.56755,-21.0369333333333,20151009,0.018471595162374,0.00206998468085106,0.00439955704367301,0.0087449079619261,0.00339406194848824,0.0171655091769317,0.000776691769316909,0.0706445508174692,0.00513109720044793,0.020399865106383,0.001,0.000620206976483763,0.00626856396416573,0.001,0.157563994025756,0.0264566167413214,0.0107555922956327,0.00156785660694289,0.124434125414334
AMT25,7,5.87738333333333,-20.0270833333333,20151010,0.0140622038969765,0.00156328501679731,0.00487538316909295,0.00747594636058229,0.00463698101903695,0.00485432962486002,0.001,0.0604956739081747,0.00345349397536394,0.0176782076595745,0.001,0.001,0.00152836894736842,0.001,0.128254672267637,0.0248934335946249,0.0107332462821948,0.00071963712206047,0.0831678565005599
AMT25,7,4.40308333333333,-19.4307333333333,20151010,0.0133127464277716,0.000910014602463606,0.00423908925718552,0.00722962921985815,0.00434976026129153,0.0120329874990668,0.00366449910414334,0.0711930021948488,0.00283222727883539,0.0202252334751773,0.001,0.001,0.00211286792833147,0.001,0.1303787647947,0.0221730132885405,0.0102306887196715,0.000601207689436357,0.0864031626838373
AMT25,7,1.93295,-18.4323166666667,20151011,0.0107716414781635,0.00101290857782755,0.00414554827920866,0.00565655572228442,0.00335809088092572,0.00469490252706234,0.001,0.0500729322284435,0.00365759829787234,0.0123886275177305,0.001,0.001,0.002,0.001,0.0866207909089212,0.0191016905188503,0.00777660666293393,0.000638477939529675,0.0933104074244121
AMT25,7,0.490116666666667,-17.84355,20151011,0.0110904655767077,0.001,0.00655941431131019,0.00790978841358716,0.00474617238148563,0.00975089633445315,0.00523336229936543,0.069362713549832,0.00368018611422172,0.0168441736170213,0.001,0.001,0.002,0.001,0.117977260173572,0.0285162501306458,0.0106384837663307,0.000695025905188503,0.101375992403882
AMT25,7,-1.68006666666667,-16.9769833333333,20151012,0.0222376946024636,0.00652207122060471,0.0423096802164987,0.0480105475027996,0.0398871664762971,0.0162979308212019,0.00387718958566629,0.113650270548712,0.0304644524524076,0.105278846808511,0.001,0.00359049591638671,0.00868994062709966,0.00102748581560284,0.32473169826801,0.0666959555879059,0.0782088486114222,0.001,0.0983915420418066
AMT25,7,-4.42375,-15.86785,20151013,0.00996934656215006,0.00472396219484882,0.0306507170660694,0.0355883129115341,0.027257122094065,0.0150698338913774,0.00482965285554311,0.002,0.0245581454647256,0.0973218306382979,0.001,0.00605612587905935,0.00803998776595745,0.001,0.196981981243001,0.0675045161926092,0.0595777136618141,0.00245386041433371,0.0368376070156775
AMT25,7,-5.3905,-15.4549833333333,20151013,0.0229810994848824,0.00576361666293393,0.0412621386786114,0.0498304662150056,0.0328450539753639,0.03651152575028,0.0176338055991041,0.112471800268757,0.0183266553191489,0.121784711914894,0.001,0.0043879152743561,0.00662459972004479,0.001,0.362883644451288,0.0963937565117581,0.0744329905823069,0.001,0.13430318424972
AMT25,7,-7.10998333333333,-14.7595166666667,20151014,0.0142835322732363,0.00198704788353863,0.0133803715453527,0.015549140268757,0.0070190143281075,0.00751204449048152,0.001,0.0825695786338186,0.0047974690481523,0.0297623114893617,0.001,0.001,0.002,0.001,0.149319620162374,0.0355729357222844,0.0170071842945129,0.000653129003359463,0.100367882704367
AMT25,7,-7.85793333333333,-14.4412833333333,20151014,0.0185766157222844,0.00442853052631579,0.0291087586226204,0.0297974544344905,0.0235464417133259,0.0277712411534155,0.00940412357222844,0.0709607152071669,0.0251261985218365,0.0719873561702128,0.001,0.00171271367301232,0.00230964647256439,0.001,0.251937122351624,0.0576789638353863,0.0491617268197088,0.001,0.0786253943057111
AMT25,7,-10.11355,-16.5744833333333,20151019,0.00764719802911534,0.00132240842105263,0.00551226415826801,0.00657505227323628,0.00298541601343785,0.00443947554684584,0.001,0.0418956795520717,0.00339000389697648,0.0116221631205674,0.001,0.001,0.002,0.001,0.0794615346491228,0.00802207926091825,0.00802330381485629,0.00085117540126913,0.0639341915826801
AMT25,7,-11.2348166666667,-17.69465,20151019,0.002,0.00103924550951848,0.00506921651362449,0.00605061620754012,0.00297847743187757,0.00574911152668906,0.000992710377006346,0.0300584270548712,0.00346204071668533,0.0141806039716312,0.001,0.001,0.002,0.001,0.0704576127976857,0.0148808049272116,0.00841535440836133,0.000693098133631952,0.0565570674505412
AMT25,7,-13.00025,-19.4721833333333,20151020,0.00628405733482643,0.001,0.00484143053378126,0.00516180914520343,0.0025882735162374,0.00476105009705114,0.001,0.0238578514669653,0.00235584819708847,0.011402699858156,0.001,0.001,0.002,0.001,0.0595842667730497,0.0125792590369541,0.00713587403135498,0.000854131317655842,0.0542881353490108
AMT25,7,-14.02045,-20.5000166666667,20151020,0.00464715977603584,0.001,0.00346023341545353,0.00409407708286674,0.00168292556830907,0.00606399257278835,0.00282476643337066,0.021226324300112,0.00166753027995521,0.00927269106382979,0.001,0.001,0.002,0.001,0.0507864673684211,0.0119303720548712,0.00477700265117581,0.001,0.0474545911114222
AMT25,7,-15.6910166666667,-22.18815,20151021,0.00332691883538634,0.001,0.00304942609742441,0.00443626897536394,0.00129523232362822,0.00399827698208287,0.001,0.002,0.00183556531914894,0.00787775531914893,0.001,0.00051091267637178,0.002,0.001,0.0291542225755879,0.00759998320828667,0.00473150129899216,0.000844267553191489,0.02523090518757
AMT25,7,-16.5713,-23.10095,20151021,0.00333746996640538,0.001,0.00233099029115342,0.00351486801791713,0.00134439582586786,0.0056386508118701,0.00324132399216125,0.0129226780515118,0.00158847292273236,0.00646044978723404,0.001,0.001,0.002,0.001,0.0393266150167973,0.0104000402911534,0.00385926384378499,0.001,0.0326573693085106
AMT25,7,-18.5019833333333,-25.0019166666667,20151022,0.0038904228443449,0.001,0.00267648526315789,0.0039724440593505,0.00185164265677492,0.00382614296472564,0.001,0.0114908431578947,0.00137282032474804,0.00737056872340426,0.001,0.001,0.002,0.001,0.039637681774916,0.00990948756159015,0.00482408671612542,0.000649851791713326,0.021672855349944
AMT25,7,-20.5417166666667,-25.06865,20151023,0.00318018450167973,0.001,0.0027696837793953,0.0044615285106383,0.00161856109462486,0.00471902777715566,0.000940505235162374,0.00772264004479283,0.00174612977603583,0.00753309489361702,0.001,0.001,0.002,0.001,0.0380087313773796,0.0111132079227324,0.00508008960526316,0.000550571556550952,0.0134562882362822
AMT25,7,-22.1580333333333,-25.0866333333333,20151023,0.00202397684210526,0.001,0.00227433733482643,0.00395880215005599,0.00149996612821949,0.00565164408454647,0.00200488642217245,0.00493952721164614,0.00167394033594625,0.00719796234042553,0.001,0.001,0.002,0.001,0.0307972645968645,0.00479351847144457,0.00445876827827548,0.001,0.0115682378583427
AMT25,7,-26.5024666666667,-25.0375833333333,20151024,0.00434387610302352,0.001,0.00373028895856663,0.00626349270996641,0.00235765697648376,0.00992310194008959,0.00447358205487122,0.0148424022396417,0.00851026505039194,0.0088913,0.001,0.001,0.002,0.001,0.0593818341097424,0.00758987681970885,0.00762114968645017,0.000701805235162374,0.0277801379423292
AMT25,7,-28.7968,-25.4592666666667,20151025,0.00561258826427772,0.000789371825307951,0.00570418950167973,0.00806756920492721,0.00493812458846585,0.00575161711646137,0.000649332894736842,0.0285665353639418,0.00542931742441209,0.0164205285106383,0.001,0.00053872709406495,0.002,0.001,0.0783471885386338,0.011487713762598,0.0120056937933931,0.000900944036954087,0.0402298638801792
AMT25,7,-29.4056833333333,-26.2118166666667,20151025,0.00509263834266517,0.001,0.00453605250839866,0.00705595562150056,0.00366795332586786,0.0077020039893617,0.00768379193729003,0.0204404608958567,0.0088994470212766,0.0124498912765957,0.001,0.001,0.002,0.001,0.0697155926259799,0.00869466585386338,0.00972390894736842,0.000576885638297872,0.0335499986758119
AMT25,7,-30.9355666666667,-28.0865333333333,20151026,0.00926225720044793,0.001,0.0072253556252333,0.011794362799552,0.00605738170212766,0.0116558604441956,0.0111834326987682,0.0434652408510638,0.0227402332362822,0.0158565889361702,0.001,0.001,0.002,0.001,0.125212418568496,0.0192332830795073,0.0168517445016797,0.001,0.0517077777267637
AMT25,7,-32.39,-29.85325,20151027,0.0135222967973124,0.0019559670324748,0.0187577057782755,0.0184392300933184,0.0145224512056738,0.0102554505263158,0.00221606763717805,0.0692703184770437,0.0190901642105263,0.0356215387234043,0.001,0.00120856371780515,0.00200224948114968,0.00129004255319149,0.186739157336693,0.0419398176782382,0.0301276846584547,0.0011539640537514,0.0508789012840612
AMT28,7,47.3601666666666,-11.61735,20180926,0.001,0.013,0.129,0.118,0.109,0.063,0.005,0.04,0.339,0.002,0.653,0.003,0.021,0.004,0.706,0.026,0.227,0.004,0.047
AMT28,7,43.8591333333333,-14.5084666666666,20180927,0,0.01,0.03,0.032,0.027,0.018,0.001,0.067,0.088,0.001,0.201,0.001,0.012,0,0.271,0.019,0.059,0.002,0.074
AMT28,7,40.7886666666666,-16.9052833333333,20180928,0,0.005,0.007,0.007,0.005,0.004,0,0.032,0.016,0,0.052,0,0.001,0,0.0849999999999999,0.006,0.012,0.001,0.038
AMT28,7,38.63085,-18.5256833333333,20180929,0,0.008,0.007,0.009,0.005,0.01,0.001,0.039,0.023,0.001,0.075,0.001,0.002,0,0.114999999999999,0.008,0.014,0.001,0.042
AMT28,7,37.75925,-19.16005,20180929,0,0.007,0.007,0.00999999999999999,0.005,0.007,0,0.039,0.024,0,0.077,0.001,0.002,0,0.116999999999999,0.008,0.015,0.001,0.049
AMT28,7,35.3020166666666,-20.9152,20180930,0,0.006,0.005,0.006,0.003,0.008,0,0.031,0.016,0.001,0.062,0.001,0.002,0,0.094,0.011,0.009,0.001,0.04
AMT28,7,34.45525,-21.4063,20180930,0,0.007,0.008,0.009,0.006,0.004,0,0.042,0.022,0,0.07,0.001,0.003,0,0.113,0.008,0.015,0.001,0.044
AMT28,7,31.9240333333333,-22.7101833333333,20181001,0,0.005,0.006,0.008,0.005,0.007,0.001,0.016,0.021,0,0.073,0.001,0.002,0,0.09,0.005,0.013,0.001,0.029
AMT28,7,30.7929,-23.2863,20181001,0,0.006,0.006,0.008,0.004,0.006,0,0.02,0.019,0,0.071,0.001,0.003,0,0.092,0.006,0.012,0.001,0.039
AMT28,7,28.6090666666666,-24.3608333333333,20181002,0,0.005,0.002,0.004,0.001,0.008,0.003,0.016,0.009,0,0.043,0.001,0.003,0,0.06,0.003,0.005,0,0.035
AMT28,7,27.7641666666666,-24.772,20181002,0,0.005,0.004,0.005,0.002,0.007,0.001,0.019,0.012,0,0.049,0.001,0.002,0,0.069,0.005,0.007,0.001,0.043
AMT28,7,25.0576833333333,-26.0568,20181003,0,0.004,0.003,0.004,0.001,0.008,0.003,0.018,0.01,0,0.044,0,0.001,0,0.063,0.004,0.005,0.001,0.035
AMT28,7,23.95465,-26.5854166666666,20181003,0,0.009,0.005,0.008,0.002,0.009,0.001,0.035,0.016,0,0.071,0.001,0.004,0,0.107,0.008,0.01,0.001,0.075
AMT28,7,21.4471666666666,-27.7453333333333,20181004,0,0.009,0.004,0.006,0.002,0.013,0.003,0.037,0.014,0.001,0.061,0.001,0.002,0,0.1,0.007,0.008,0.001,0.076
AMT28,7,20.53275,-28.1672,20181004,0,0.011,0.003,0.006,0.001,0.005,0,0.058,0.015,0,0.048,0,0.002,0,0.107,0.007,0.007,0.001,0.085
AMT28,7,17.7473166666666,-28.9302333333333,20181005,0,0.008,0.003,0.007,0.003,0.011,0.003,0.054,0.016,0,0.049,0,0.002,0,0.105,0.006,0.01,0.001,0.078
AMT28,7,16.5976833333333,-28.9623166666666,20181005,0,0.025,0.004,0.01,0.005,0.008,0.001,0.083,0.023,0.001,0.118,0.001,0.004,0,0.209,0.012,0.015,0.001,0.126
AMT28,7,13.8121666666666,-28.29455,20181006,0,0.009,0.002,0.004,0.001,0.008,0.002,0.031,0.011,0,0.06,0,0.002,0,0.092,0.004,0.005,0.001,0.057
AMT28,7,12.5136333333333,-27.9736666666666,20181006,0,0.031,0.008,0.014,0.008,0.013,0.001,0.06,0.037,0.001,0.214,0.001,0.004,0,0.274,0.013,0.022,0.001,0.103
AMT28,7,10.0982333333333,-27.2938166666666,20181007,0,0.016,0.004,0.008,0.003,0.014,0.007,0.083,0.016,0.001,0.082,0,0.004,0,0.168,0.008,0.011,0.001,0.137
AMT28,7,8.71215,-26.93095,20181007,0,0.015,0.005,0.007,0.004,0.007,0,0.049,0.02,0.001,0.086,0.001,0.002,0,0.138,0.008,0.011,0.001,0.111
AMT28,7,6.25598333333333,-26.3799333333333,20181008,0,0.016,0.005,0.012,0.006,0.009,0,0.08,0.027,0,0.097,0.001,0.006,0,0.179,0.013,0.018,0.001,0.094
AMT28,7,5.20015,-26.14205,20181008,0,0.013,0.005,0.006,0.003,0.006,0,0.05,0.015,0,0.073,0.001,0.002,0,0.127,0.007,0.009,0.001,0.101
AMT28,7,1.2023,-24.9905833333333,20181009,0,0.008,0.003,0.005,0.002,0.005,0,0.049,0.013,0,0.047,0.001,0.002,0,0.097,0.009,0.007,0.001,0.081
AMT28,7,-1.15181666666666,-24.9905833333333,20181010,0,0.008,0.01,0.009,0.006,0.012,0.004,0.063,0.024,0,0.066,0,0.002,0,0.13,0.012,0.015,0.001,0.074
AMT28,7,-2.45846666666666,-24.9874166666666,20181010,0,0.008,0.005,0.006,0.004,0.006,0,0.049,0.017,0,0.048,0,0.002,0,0.098,0.01,0.01,0.001,0.084
AMT28,7,-4.98461666666666,-24.9732,20181011,0,0.006,0.005,0.005,0.004,0.007,0.002,0.041,0.015,0,0.04,0,0.002,0,0.082,0.008,0.009,0,0.052
AMT28,7,-6.19096666666666,-24.9668166666666,20181011,0,0.006,0.004,0.005,0.003,0.005,0,0.036,0.013,0,0.034,0,0.001,0,0.071,0.007,0.008,0.001,0.076
AMT28,7,-8.76308333333333,-24.9484,20181012,0,0.003,0.003,0.003,0.002,0.005,0.002,0.023,0.01,0,0.032,0,0.001,0,0.056,0.004,0.005,0,0.04
AMT28,7,-9.95793333333333,-24.9455,20181012,0,0.005,0.003,0.004,0.002,0.004,0,0.026,0.01,0,0.031,0,0.001,0,0.0579999999999999,0.004,0.006,0.001,0.062
AMT28,7,-12.0828166666666,-24.9303,20181013,0,0.003,0.003,0.003,0.002,0.004,0.002,0.017,0.009,0,0.029,0,0.001,0,0.047,0.003,0.005,0,0.033
AMT28,7,-13.2333,-24.9549,20181013,0,0.005,0.003,0.002,0.002,0.004,0,0.022,0.009,0,0.029,0,0.001,0,0.052,0.003,0.004,0.001,0.05
AMT28,7,-16.0323666666666,-25.0235333333333,20181014,0,0.002,0.003,0.001,0.002,0.005,0.001,0.006,0.008,0,0.026,0,0.001,0,0.032,0.002,0.003,0,0.014
AMT28,7,-17.0164833333333,-25.05695,20181014,0,0.002,0.003,0.001,0.002,0.004,0,0.008,0.008,0,0.024,0,0.001,0,0.032,0.001,0.003,0,0.02
AMT28,7,-18.5784666666666,-25.0864166666666,20181015,0,0.002,0.002,0.001,0.001,0.004,0.003,0.007,0.007,0,0.022,0,0.001,0,0.03,0.002,0.002,0,0.019
AMT28,7,-19.0244333333333,-25.0841,20181015,0,0.002,0.003,0.002,0.001,0.004,0,0.005,0.007,0,0.022,0,0.001,0,0.027,0.002,0.003,0,0.015
AMT28,7,-21.6037333333333,-25.0464333333333,20181016,0,0.002,0.003,0.001,0.002,0.005,0,0.006,0.008,0,0.026,0,0.001,0,0.032,0.002,0.003,0,0.017
AMT28,7,-22.809,-25.0240166666666,20181016,0,0.002,0.003,0.003,0.001,0.004,0,0.006,0.01,0,0.041,0,0.001,0,0.047,0.002,0.004,0,0
AMT28,7,-24.9058333333333,-25.9032666666666,20181017,0,0.005,0.006,0.006,0.004,0.008,0.002,0.032,0.014,0,0.051,0,0.001,0,0.0839999999999999,0.005,0.01,0,0.039
AMT28,7,-25.6436833333333,-26.6774833333333,20181017,0,0.004,0.005,0.005,0.004,0.006,0,0.024,0.011,0,0.042,0,0.001,0,0.066,0.005,0.009,0.001,0.03
AMT28,7,-27.20005,-28.2501833333333,20181018,0,0.002,0.004,0.003,0.002,0.006,0.003,0.01,0.009,0,0.033,0,0.001,0,0.043,0.002,0.005,0,0.018
AMT28,7,-28.1593166666666,-29.2277333333333,20181018,0,0.006,0.005,0.005,0.003,0.007,0.001,0.033,0.011,0,0.044,0,0.001,0,0.077,0.005,0.008,0.001,0.05
AMT28,7,-30.0059166666666,-31.1497,20181019,0,0.004,0.003,0.004,0.002,0.006,0.002,0.014,0.009,0,0.039,0,0.001,0,0.053,0.002,0.006,0,0.025
AMT28,7,-30.7741166666666,-31.9649,20181019,0,0.004,0.004,0.005,0.003,0.005,0,0.019,0.01,0,0.044,0,0.001,0,0.064,0.003,0.008,0.001,0.029
AMT28,7,-32.37285,-33.6741333333333,20181020,0,0.007,0.01,0.011,0.008,0.011,0.002,0.032,0.025,0,0.094,0.001,0.002,0,0.127,0.01,0.019,0.001,0.036
AMT28,7,-33.09695,-34.4626833333333,20181020,0,0.008,0.01,0.00999999999999999,0.007,0.008,0.001,0.043,0.02,0,0.076,0.001,0.002,0,0.12,0.011,0.0169999999999999,0.001,0.045
AMT28,7,-34.5805,-36.0914333333333,20181021,0.001,0.013,0.028,0.022,0.021,0.019,0.004,0.052,0.055,0.001,0.181,0.002,0.003,0.002,0.236,0.026,0.043,0.002,0.052
AMT28,7,-35.3234166666666,-36.9188166666666,20181021,0.002,0.018,0.038,0.03,0.031,0.022,0.002,0.064,0.076,0.001,0.241,0.004,0.004,0.004,0.307,0.037,0.061,0.004,0.077
AMT28,7,-37.01205,-38.8346166666666,20181022,0.005,0.016,0.026,0.059,0.047,0.052,0.005,0.026,0.081,0,0.315,0.002,0.004,0.002,0.381,0.025,0.106,0.003,0.043
AMT28,7,-37.7360166666666,-39.6608,20181022,0.009,0.02,0.054,0.056,0.038,0.029,0.002,0.004,0.106,0.001,0.425,0.01,0.011,0.013,0.442,0.08,0.094,0.011,0.103
AMT28,7,-39.2093333333333,-41.4750166666666,20181023,0.011,0.032,0.036,0.074,0.051,0.044,0.004,0,0.119,0.003,0.626,0.016,0.05,0.029,0.657,0.153,0.125,0.017,0.1
AMT28,7,-41.36965,-44.0127333333333,20181024,0.013,0.025,0.037,0.061,0.046,0.038,0.003,0,0.113,0.002,0.52,0.014,0.023,0.026,0.542,0.121,0.107,0.015,0.054
AMT28,7,-41.9730666666666,-44.7278,20181024,0.006,0.018,0.04,0.065,0.05,0.04,0.003,0,0.15,0.003,0.487,0.014,0.021,0.017,0.519,0.107,0.115,0.014,0.061
AMT28,7,-43.7904833333333,-46.9552166666666,20181025,0.007,0.013,0.036,0.066,0.053,0.066,0.006,0,0.155,0.003,0.465,0.007,0.036,0.009,0.49,0.061,0.119,0.007,0.016
AMT28,7,-44.4104833333333,-47.7503333333333,20181025,0.007,0.013,0.027,0.052,0.036,0.047,0.005,0,0.102,0.004,0.401,0.011,0.034,0.015,0.418,0.086,0.088,0.012,0.029
AMT28,7,-46.0175333333333,-49.8723166666666,20181026,0.02,0.024,0.041,0.093,0.062,0.07,0.008,0,0.133,0.003,0.696,0.016,0.065,0.031,0.737,0.146,0.155,0.018,0.02
AMT28,7,-46.6331,-50.55475,20181026,0.02,0.02,0.035,0.076,0.049,0.051,0.004,0,0.099,0.003,0.598,0.016,0.056,0.029,0.627,0.142,0.125,0.017,0.018
AMT28,7,-48.1988666666666,-52.6893666666666,20181027,0.018,0.017,0.026,0.052,0.039,0.047,0.004,0,0.074,0.003,0.447,0.012,0.025,0.024,0.47,0.106,0.091,0.016,0.014
